03.05.2016 17:32:31;zuendorf;2982;3.0;100;DEFAULT;4;input_models/TTC_InputRDG_A.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:32:35;zuendorf;4570;3.0;100;DEPTH;4;input_models/TTC_InputRDG_A.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:32:36;zuendorf;704;3.0;100;IGNORE;4;input_models/TTC_InputRDG_A.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:32:38;zuendorf;1867;-6.5;100;DEFAULT;14;input_models/TTC_InputRDG_B.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:32:40;zuendorf;2172;2.2;100;DEPTH;5;input_models/TTC_InputRDG_B.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:32:41;zuendorf;1150;-8.5;100;IGNORE;15;input_models/TTC_InputRDG_B.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:32:44;zuendorf;3147;-43.333333333333336;100;DEFAULT;33;input_models/TTC_InputRDG_C.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:32:46;zuendorf;1860;-5.333333333333334;100;DEPTH;16;input_models/TTC_InputRDG_C.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:32:48;zuendorf;1684;-47.0;100;IGNORE;34;input_models/TTC_InputRDG_C.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:33:01;zuendorf;13723;-145.0;100;DEFAULT;79;input_models/TTC_InputRDG_D.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:33:06;zuendorf;4294;-32.5360119047619;100;DEPTH;37;input_models/TTC_InputRDG_D.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:33:19;zuendorf;13287;-145.0;100;IGNORE;79;input_models/TTC_InputRDG_D.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:34:43;zuendorf;84390;-295.5;100;DEFAULT;159;input_models/TTC_InputRDG_E.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:34:58;zuendorf;14103;-190.00000000000009;100;DEPTH;127;input_models/TTC_InputRDG_E.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 17:36:21;zuendorf;83882;-295.5;100;IGNORE;159;input_models/TTC_InputRDG_E.xmi;c423173806466ae68a70faa327d991cb09d525bc
03.05.2016 20:04:25;zuendorf;3282;3.0;100;DEFAULT;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:28;zuendorf;3759;3.0;100;DEPTH;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:29;zuendorf;568;3.0;100;IGNORE;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:30;zuendorf;1229;-6.5;100;DEFAULT;14;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:32;zuendorf;1630;2.2;100;DEPTH;5;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:33;zuendorf;968;-8.5;100;IGNORE;15;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:36;zuendorf;3279;-43.333333333333336;100;DEFAULT;33;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:38;zuendorf;1484;-5.333333333333334;100;DEPTH;16;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:39;zuendorf;1311;-47.0;100;IGNORE;34;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:51;zuendorf;12518;-145.0;100;DEFAULT;79;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:04:55;zuendorf;4000;-32.5360119047619;100;DEPTH;37;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:05:07;zuendorf;11994;-145.0;100;IGNORE;79;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:06:14;zuendorf;66835;-295.5;100;DEFAULT;159;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:06:27;zuendorf;12539;-190.00000000000009;100;DEPTH;127;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:35;zuendorf;68326;-295.5;100;IGNORE;159;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:38;zuendorf;2630;3.0;200;DEFAULT;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:41;zuendorf;3393;3.0;200;DEPTH;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:42;zuendorf;1047;3.0;200;IGNORE;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:43;zuendorf;1080;2.75;200;DEFAULT;9;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:47;zuendorf;3204;2.2;200;DEPTH;5;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:47;zuendorf;704;-4.5;200;IGNORE;13;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:50;zuendorf;3089;-39.83333333333333;200;DEFAULT;32;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:53;zuendorf;2267;2.2943722943722946;200;DEPTH;5;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:07:55;zuendorf;2125;-43.333333333333336;200;IGNORE;33;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:08:05;zuendorf;10006;-145.0;200;DEFAULT;79;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:09:07;zuendorf;61750;0.30771054455264985;200;DEPTH;3;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:09:19;zuendorf;12145;-145.0;200;IGNORE;79;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:10:26;zuendorf;67586;-295.5;200;DEFAULT;159;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:10:47;zuendorf;20671;-142.54285714285717;200;DEPTH;109;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:11:56;zuendorf;68814;-295.5;200;IGNORE;159;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:12:03;zuendorf;7471;3.0;500;DEFAULT;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:12:13;zuendorf;9555;3.0;500;DEPTH;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:12:16;zuendorf;3283;3.0;500;IGNORE;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:12:19;zuendorf;2673;3.75;500;DEFAULT;8;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:12:36;zuendorf;16986;2.9166666666666674;500;DEPTH;6;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:12:37;zuendorf;1375;3.75;500;IGNORE;8;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:12:43;zuendorf;5707;-28.0;500;DEFAULT;29;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:13:36;zuendorf;53436;2.2943722943722946;500;DEPTH;5;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:13:40;zuendorf;3952;-35.599999999999994;500;IGNORE;31;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:14:03;zuendorf;22851;-141.5;500;DEFAULT;78;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:22:02;zuendorf;479013;0.40805860805860794;500;DEPTH;4;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:22:26;zuendorf;23661;-141.5;500;IGNORE;78;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:23:32;zuendorf;66345;-295.5;500;DEFAULT;159;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:31:24;zuendorf;471456;0.42773892773892774;500;DEPTH;5;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:32:35;zuendorf;71584;-295.5;500;IGNORE;159;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:32:52;zuendorf;17053;3.0;1000;DEFAULT;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:33:15;zuendorf;22847;3.0;1000;DEPTH;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:33:24;zuendorf;8841;3.0;1000;IGNORE;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:33:34;zuendorf;9569;3.75;1000;DEFAULT;8;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:34:09;zuendorf;35782;2.9166666666666674;1000;DEPTH;6;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:34:12;zuendorf;2830;3.75;1000;IGNORE;8;input_models/TTC_InputRDG_B.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:34:27;zuendorf;14425;-0.8547619047619047;1000;DEFAULT;13;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:36:59;zuendorf;152611;2.2943722943722946;1000;DEPTH;5;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:37:07;zuendorf;8151;-24.089285714285715;1000;IGNORE;28;input_models/TTC_InputRDG_C.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:37:50;zuendorf;42754;-136.33333333333334;1000;DEFAULT;76;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:57:50;zuendorf;1199950;0.40805860805860794;1000;DEPTH;4;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 20:58:12;zuendorf;21767;-141.5;1000;IGNORE;78;input_models/TTC_InputRDG_D.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 21:00:26;zuendorf;134147;-292.50000000000006;1000;DEFAULT;158;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 21:45:39;zuendorf;2712544;0.42773892773892774;1000;DEPTH;5;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 21:47:54;zuendorf;135384;-292.50000000000006;1000;IGNORE;158;input_models/TTC_InputRDG_E.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 21:48:15;zuendorf;21022;3.0;2000;DEFAULT;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 21:48:40;zuendorf;24698;3.0;2000;DEPTH;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
03.05.2016 21:48:58;zuendorf;18287;3.0;2000;IGNORE;4;input_models/TTC_InputRDG_A.xmi;c23dc3902640ba9b3f345429715dbc4c73f10087
